Longitude,Latitude,Decibel,GroupID
49.26927200000000,-123.2237750000000,48.5500,1
49.26930300000000,-123.2238030000000,46.6800,1
49.26932800000000,-123.2238250000000,49.9700,1
49.26932800000000,-123.2238250000000,43.6300,1
49.26934100000000,-123.2238560000000,44.9200,1
49.26934100000000,-123.2238700000000,46.7800,1
49.26886000000000,-123.2227290000000,48.1400,1
49.26885000000000,-123.2227620000000,47.4600,1
49.26635900000000,-123.2274410000000,42.1500,1
49.26639300000000,-123.2270620000000,48.2900,1
49.26590300000000,-123.2268860000000,48.1100,1
49.26590200000000,-123.2269250000000,45.6300,1
49.26591000000000,-123.2269610000000,46.4900,1
49.26596300000000,-123.2270110000000,49.9800,1
49.26630100000000,-123.2280700000000,47.9900,1
49.26630200000000,-123.2280280000000,49.8100,1
49.26596300000000,-123.2270110000000,49.9800,1
49.26630100000000,-123.2280700000000,47.9900,1
49.26630200000000,-123.2280280000000,49.8100,1
49.26624800000000,-123.2278310000000,47.6700,1
49.26620700000000,-123.2277250000000,49.0200,1
49.26617700000000,-123.2276790000000,48.6400,1
49.26618000000000,-123.2276480000000,46.4400,1
49.26619000000000,-123.2276070000000,43.8000,1
49.26620600000000,-123.2275670000000,48.4000,1
49.26623200000000,-123.2275360000000,45.3400,1
49.26625500000000,-123.2275160000000,45.7500,1
49.26627900000000,-123.2274910000000,41.0800,1
49.26630200000000,-123.2274660000000,41.8200,1
49.26631700000000,-123.2274490000000,46.2200,1
49.26633700000000,-123.2274510000000,46.3900,1
49.26637100000000,-123.2274380000000,45.0200,1
49.26639800000000,-123.2274390000000,46.3100,1
49.26641900000000,-123.2274220000000,46.2000,1
49.26643000000000,-123.2273970000000,49.5600,1
49.26642300000000,-123.2273740000000,43.9600,1
49.26640800000000,-123.2273470000000,48.5900,1
49.26639900000000,-123.2273100000000,47.9400,1
49.26639600000000,-123.2271690000000,49.9100,1
49.26639300000000,-123.2270620000000,42.8400,1
49.26635100000000,-123.2270110000000,42.4100,1
49.26635100000000,-123.2270110000000,46.5500,1
49.26633200000000,-123.2270100000000,49.0900,1
49.26633200000000,-123.2270100000000,47.5100,1
49.26634300000000,-123.2269230000000,47.5100,1
49.26632900000000,-123.2268890000000,48.5700,1
49.26631600000000,-123.2268560000000,42.4300,1
49.26630600000000,-123.2268240000000,47.1100,1
49.26629000000000,-123.2267940000000,45.8800,1
49.26628100000000,-123.2267740000000,41.1900,1
49.26627000000000,-123.2267550000000,45.6300,1
49.26625300000000,-123.2267440000000,48.3300,1
49.26624100000000,-123.2267250000000,44.4700,1
49.26621100000000,-123.2266770000000,48.8200,1
49.26619800000000,-123.2266390000000,46.5700,1
49.26618700000000,-123.2266050000000,40.9200,1
49.26617700000000,-123.2265770000000,45.5800,1
49.26616700000000,-123.2265450000000,40.3800,1
49.26615500000000,-123.2265150000000,41.3900,1
49.26614500000000,-123.2264990000000,44.6200,1
49.26613600000000,-123.2264890000000,44.3500,1
49.26612200000000,-123.2264490000000,41.3600,1
49.26611600000000,-123.2264190000000,41.2400,1
49.26610800000000,-123.2263880000000,45.3300,1
49.26608400000000,-123.2263280000000,41.0600,1
49.26578300000000,-123.2223550000000,46.6600,1
49.26602500000000,-123.2261670000000,49.8700,1
49.26601900000000,-123.2261410000000,49.8200,1
49.26594600000000,-123.2260310000000,49.1900,1
49.26589400000000,-123.2257730000000,49.1100,1
49.26379600000000,-123.2264530000000,54.6000,1
49.26375900000000,-123.2263110000000,51.5000,1
49.26374400000000,-123.2273120000000,59.7700,1
49.26374300000000,-123.2272720000000,50.0700,1
49.26374400000000,-123.2272350000000,52.4300,1
49.26374500000000,-123.2272010000000,59.5300,1
49.26374200000000,-123.2271700000000,51.1300,1
49.26374000000000,-123.2271370000000,52.0500,1
49.26374100000000,-123.2271010000000,59.8000,1
49.26378900000000,-123.2259440000000,53.4500,1
49.26379100000000,-123.2259170000000,53.5200,1
49.26379600000000,-123.2258650000000,57.5300,1
49.26516500000000,-123.2217640000000,55.2500,1
49.26385200000000,-123.2255310000000,56.4400,1
49.26385900000000,-123.2255010000000,50.5500,1
49.26386000000000,-123.2253870000000,51.7400,1
49.26384900000000,-123.2253410000000,52.7700,1
49.26381200000000,-123.2251870000000,55.2800,1
49.26381600000000,-123.2251450000000,51.4000,1
49.26382100000000,-123.2250950000000,51.9300,1
49.26382700000000,-123.2250580000000,55.1900,1
49.26382900000000,-123.2250120000000,55.7400,1
49.26417900000000,-123.2211790000000,55.5400,1
49.26420400000000,-123.2211750000000,51.2200,1
49.26418100000000,-123.2211510000000,50.9000,1
49.26421100000000,-123.2211310000000,53.0500,1
49.26423200000000,-123.2211070000000,52.2100,1
49.26431200000000,-123.2209370000000,52.2300,1
49.26432100000000,-123.2207550000000,51.8700,1
49.26433500000000,-123.2206970000000,52.9400,1
49.26436500000000,-123.2205680000000,58.3000,1
49.26436200000000,-123.2204940000000,51.3400,1
49.26435800000000,-123.2203300000000,53.0500,1
49.26435700000000,-123.2202920000000,58.2100,1
49.26436300000000,-123.2202640000000,59.5600,1
49.26438100000000,-123.2202600000000,52.7100,1
49.26492000000000,-123.2221170000000,52.4500,1
49.26503700000000,-123.2216800000000,54.8400,1
49.26503600000000,-123.2217060000000,55.0500,1
49.26503400000000,-123.2217300000000,53.9200,1
49.26503600000000,-123.2217550000000,57.6200,1
49.26505400000000,-123.2217750000000,53.6500,1
49.26508300000000,-123.2217730000000,51.9800,1
49.26510700000000,-123.2217630000000,53.4300,1
49.26512900000000,-123.2217550000000,52.1900,1
49.26514600000000,-123.2217550000000,53.4500,1
49.26517300000000,-123.2217610000000,52.5800,1
49.26518600000000,-123.2217660000000,51.8100,1
49.26520400000000,-123.2217650000000,53.1400,1
49.26522100000000,-123.2217600000000,51.3800,1
49.26522900000000,-123.2217720000000,55.0100,1
49.26525500000000,-123.2217860000000,53.6100,1
49.26527900000000,-123.2218000000000,51.5500,1
49.26531500000000,-123.2218570000000,51.1100,1
49.26534800000000,-123.2219590000000,51.1000,1
49.26537600000000,-123.2220000000000,50.1900,1
49.26546100000000,-123.2221890000000,50.0700,1
49.26537500000000,-123.2225250000000,51.7400,1
49.26536700000000,-123.2225690000000,52.7600,1
49.26537500000000,-123.2225970000000,53.7300,1
49.26537700000000,-123.2226220000000,57.9400,1
49.26538500000000,-123.2226440000000,53.1500,1
49.26539500000000,-123.2228050000000,51.8600,1
49.26540900000000,-123.2230130000000,50.3900,1
49.26541700000000,-123.2230330000000,50.7700,1
49.26543100000000,-123.2230590000000,51.8700,1
49.26544200000000,-123.2231350000000,50.6000,1
49.26543900000000,-123.2232470000000,51.7500,1
49.26546700000000,-123.2233260000000,51.6200,1
49.26546800000000,-123.2233910000000,54.4700,1
49.26547800000000,-123.2234470000000,50.6600,1
49.26548500000000,-123.2234710000000,51.5000,1
49.26549500000000,-123.2235160000000,55.8500,1
49.26551500000000,-123.2235270000000,54.5700,1
49.26556700000000,-123.2235470000000,56.7300,1
49.26564100000000,-123.2236980000000,50.3200,1
49.26564000000000,-123.2237360000000,52.2100,1
49.26561700000000,-123.2238900000000,50.1400,1
49.26561500000000,-123.2239880000000,50.3100,1
49.26560700000000,-123.2240390000000,53.6100,1
49.26562600000000,-123.2240970000000,51.0400,1
49.26563600000000,-123.2241260000000,51.6300,1
49.26564900000000,-123.2241540000000,51.2500,1
49.26564600000000,-123.2241790000000,50.2600,1
49.26558600000000,-123.2268420000000,52.2200,1
49.26595700000000,-123.2266520000000,54.6000,1
49.26596300000000,-123.2267000000000,58.7600,1
49.26797200000000,-123.2239730000000,59.9500,1
49.26799200000000,-123.2239390000000,59.5500,1
49.26800000000000,-123.2239060000000,58.3800,1
49.26801500000000,-123.2238730000000,56.5000,1
49.26803100000000,-123.2238610000000,56.3500,1
49.26805100000000,-123.2238620000000,52.9000,1
49.26806200000000,-123.2238360000000,53.3600,1
49.26807800000000,-123.2238240000000,54.9300,1
49.26810400000000,-123.2237990000000,59.6600,1
49.26816600000000,-123.2237590000000,52.5600,1
49.26818000000000,-123.2237540000000,55.3800,1
49.26823400000000,-123.2235420000000,58.4900,1
49.26827100000000,-123.2234910000000,59.8500,1
49.26855300000000,-123.2229370000000,57.3600,1
49.26855700000000,-123.2229040000000,57.1100,1
49.26593800000000,-123.2269810000000,51.0300,1
49.26861500000000,-123.2226440000000,59.9000,1
49.26590700000000,-123.2254870000000,50.6100,1
49.26590200000000,-123.2254600000000,55.6600,1
49.26587900000000,-123.2253150000000,59.2200,1
49.26583000000000,-123.2251310000000,58.0500,1
49.26579900000000,-123.2250780000000,58.3200,1
49.26606100000000,-123.2197780000000,51.9300,1
49.26608800000000,-123.2238290000000,54.3800,1
49.26580400000000,-123.2230690000000,57.4100,1
49.26579700000000,-123.2230150000000,54.6300,1
49.26579900000000,-123.2229560000000,51.3400,1
49.26580400000000,-123.2229120000000,54.3100,1
49.26581500000000,-123.2228530000000,54.8800,1
49.26581700000000,-123.2228320000000,51.8400,1
49.26581700000000,-123.2228120000000,50.7700,1
49.26581600000000,-123.2227840000000,54.7100,1
49.26580700000000,-123.2227610000000,53.4900,1
49.26580700000000,-123.2227340000000,57.1100,1
49.26580600000000,-123.2226980000000,55.8600,1
49.26580900000000,-123.2226550000000,57.4500,1
49.26581800000000,-123.2225250000000,57.2200,1
49.26581800000000,-123.2224860000000,58.3000,1
49.26581100000000,-123.2224580000000,51.6300,1
49.26580100000000,-123.2224270000000,51.9100,1
49.26579600000000,-123.2224040000000,55.0900,1
49.26578900000000,-123.2223780000000,50.8700,1
49.26653300000000,-123.2210380000000,56.8800,1
49.26577900000000,-123.2222940000000,50.5300,1
49.26577800000000,-123.2222520000000,53.1700,1
49.26577800000000,-123.2222130000000,50.3400,1
49.26577400000000,-123.2221610000000,51.5200,1
49.26577500000000,-123.2202050000000,50.9100,1
49.26576900000000,-123.2201150000000,58.2300,1
49.26576300000000,-123.2200350000000,50.7300,1
49.26576000000000,-123.2199930000000,53.0900,1
49.26576000000000,-123.2199540000000,50.3900,1
49.26583900000000,-123.2197750000000,50.4100,1
49.26585300000000,-123.2197570000000,53.9300,1
49.26586900000000,-123.2197390000000,53.3300,1
49.26588800000000,-123.2197230000000,50.9400,1
49.26593800000000,-123.2197210000000,54.4300,1
49.26596800000000,-123.2197290000000,55.1800,1
49.26600200000000,-123.2197380000000,54.1200,1
49.26603100000000,-123.2197590000000,55.4400,1
49.26609900000000,-123.2198350000000,56.7700,1
49.26615200000000,-123.2199910000000,57.1500,1
49.26616000000000,-123.2200740000000,57.9000,1
49.26616100000000,-123.2200990000000,53.3800,1
49.26616900000000,-123.2201200000000,57.2900,1
49.26631800000000,-123.2203380000000,53.3800,1
49.26634200000000,-123.2203770000000,52.4300,1
49.26635500000000,-123.2204100000000,52.5700,1
49.26637000000000,-123.2204750000000,59.5700,1
49.26638200000000,-123.2205030000000,54.4300,1
49.26639100000000,-123.2205360000000,57.8700,1
49.26640400000000,-123.2205730000000,51.3600,1
49.26642300000000,-123.2206410000000,59.9700,1
49.26645500000000,-123.2207230000000,57.2500,1
49.26646800000000,-123.2207610000000,55.2300,1
49.26649900000000,-123.2208610000000,50.3700,1
49.26654700000000,-123.2210070000000,54.0400,1
49.26652800000000,-123.2210700000000,50.5700,1
49.26652800000000,-123.2210940000000,55.3200,1
49.26652600000000,-123.2211190000000,56.6000,1
49.26652400000000,-123.2211430000000,51.1200,1
49.26649300000000,-123.2211760000000,56.7500,1
49.26649900000000,-123.2211800000000,54.2400,1
49.26649900000000,-123.2211800000000,55.7500,1
49.26649900000000,-123.2211800000000,55.0400,1
49.26649900000000,-123.2211800000000,51.6100,1
49.26649900000000,-123.2211800000000,52.5900,1
49.26649900000000,-123.2211800000000,51.5800,1
49.26649900000000,-123.2211800000000,53.6600,1
49.26649900000000,-123.2211800000000,57.3600,1
49.26649900000000,-123.2211800000000,58.9100,1
49.26650600000000,-123.2212450000000,58.2300,1
49.26650800000000,-123.2212670000000,53.1300,1
49.26651300000000,-123.2213210000000,59.3200,1
49.26653000000000,-123.2214440000000,52.4400,1
49.26653800000000,-123.2216090000000,58.5200,1
49.26654200000000,-123.2216240000000,57.9100,1
49.26655000000000,-123.2216280000000,59.4000,1
49.26658100000000,-123.2233970000000,53.3200,1
49.26658000000000,-123.2234190000000,51.5300,1
49.26658300000000,-123.2234610000000,56.8000,1
49.26658600000000,-123.2235020000000,53.8800,1
49.26659100000000,-123.2235400000000,59.1500,1
49.26661000000000,-123.2235860000000,56.7700,1
49.26661800000000,-123.2236210000000,57.9500,1
49.26661900000000,-123.2236590000000,53.6000,1
49.26661500000000,-123.2236820000000,57.9500,1
49.26660000000000,-123.2237670000000,56.4200,1
49.26660100000000,-123.2238280000000,58.8800,1
49.26659400000000,-123.2238690000000,56.1600,1
49.26659200000000,-123.2238790000000,58.6800,1
49.26657200000000,-123.2240770000000,55.7400,1
49.26373800000000,-123.2268710000000,58.9600,1
49.26375100000000,-123.2267940000000,58.8700,1
49.26375300000000,-123.2267670000000,52.9800,1
49.26377600000000,-123.2266170000000,55.4200,1
49.26377400000000,-123.2265730000000,50.3700,1
49.26378100000000,-123.2265310000000,55.1100,1
49.26379100000000,-123.2264100000000,56.1600,1
49.26378300000000,-123.2263760000000,54.6000,1
49.26377800000000,-123.2263440000000,50.5000,1
49.26375400000000,-123.2262870000000,55.4100,1
49.26376300000000,-123.2262200000000,54.6300,1
49.26376300000000,-123.2262200000000,55.0100,1
49.26378100000000,-123.2260540000000,50.3500,1
49.26378400000000,-123.2259720000000,53.7800,1
49.26658500000000,-123.2242470000000,54.7800,1
49.26659000000000,-123.2242860000000,53.5800,1
49.26659300000000,-123.2243140000000,59.5700,1
49.26659900000000,-123.2245050000000,51.9700,1
49.26660100000000,-123.2245320000000,50.7100,1
49.26660600000000,-123.2246060000000,50.3500,1
49.26659400000000,-123.2247040000000,55.1700,1
49.26659300000000,-123.2247320000000,51.2400,1
49.26658600000000,-123.2248180000000,53.7400,1
49.26658800000000,-123.2248550000000,50.1800,1
49.26659600000000,-123.2250300000000,51.7400,1
49.26630700000000,-123.2264380000000,58.8400,1
49.26712700000000,-123.2253250000000,57.1500,1
49.26714800000000,-123.2252890000000,56.5400,1
49.26715500000000,-123.2252680000000,59.2100,1
49.26716800000000,-123.2252350000000,58.2300,1
49.26719000000000,-123.2251840000000,59.9900,1
49.26683400000000,-123.2247180000000,51.4000,1
49.26742400000000,-123.2249190000000,51.8600,1
49.26744800000000,-123.2249020000000,56.9600,1
49.26750300000000,-123.2247930000000,50.2100,1
49.26753000000000,-123.2246920000000,50.1800,1
49.26752900000000,-123.2246680000000,51.1900,1
49.26752400000000,-123.2246280000000,59.2400,1
49.26752800000000,-123.2245840000000,59.4300,1
49.26755300000000,-123.2245240000000,50.7700,1
49.26756600000000,-123.2245080000000,52.5100,1
49.26757900000000,-123.2245000000000,50.2300,1
49.26761000000000,-123.2244520000000,52.2500,1
49.26766400000000,-123.2244160000000,51.7100,1
49.26772300000000,-123.2243440000000,58.9700,1
49.26776900000000,-123.2243020000000,50.4900,1
49.26778700000000,-123.2242710000000,56.5700,1
49.26780500000000,-123.2242500000000,58.1700,1
49.26781200000000,-123.2242400000000,56.9000,1
49.26782500000000,-123.2242090000000,57.6000,1
49.26783300000000,-123.2241780000000,54.7700,1
49.26785900000000,-123.2241510000000,57.3200,1
49.26789100000000,-123.2241220000000,50.6600,1
49.26893600000000,-123.2236520000000,59.3100,1
49.26894700000000,-123.2236610000000,56.9600,1
49.26896000000000,-123.2236670000000,59.5800,1
49.26897500000000,-123.2236690000000,55.1600,1
49.26898200000000,-123.2236740000000,53.9100,1
49.26897600000000,-123.2236750000000,57.1800,1
49.26897600000000,-123.2236750000000,56.1900,1
49.26893800000000,-123.2236290000000,53.8300,1
49.26892600000000,-123.2236230000000,55.1000,1
49.26892500000000,-123.2236450000000,51.8700,1
49.26893300000000,-123.2236770000000,51.1400,1
49.26893900000000,-123.2237180000000,51.5200,1
49.26895800000000,-123.2237270000000,52.0200,1
49.26897000000000,-123.2237340000000,53.3900,1
49.26902200000000,-123.2237670000000,54.6700,1
49.26904800000000,-123.2237820000000,55.0900,1
49.26916900000000,-123.2238050000000,59.9200,1
49.26919500000000,-123.2238020000000,58.2300,1
49.26929300000000,-123.2237910000000,57.2100,1
49.26931200000000,-123.2238170000000,56.1500,1
49.26932800000000,-123.2238250000000,58.0900,1
49.26934800000000,-123.2238880000000,54.1000,1
49.26934800000000,-123.2238880000000,51.5200,1
49.26865000000000,-123.2224770000000,58.9800,1
49.26866000000000,-123.2224800000000,55.6600,1
49.26869400000000,-123.2224960000000,59.9300,1
49.26873200000000,-123.2225180000000,55.4000,1
49.26875800000000,-123.2225500000000,51.5900,1
49.26877800000000,-123.2225600000000,55.4800,1
49.26880200000000,-123.2225780000000,57.2100,1
49.26887000000000,-123.2226860000000,57.5600,1
49.26886200000000,-123.2227040000000,53.6700,1
49.26886100000000,-123.2227220000000,50.2200,1
49.26884800000000,-123.2228480000000,53.4700,1
49.26884600000000,-123.2228710000000,57.8300,1
49.26884700000000,-123.2230610000000,59.2500,1
49.26886300000000,-123.2231270000000,57.6300,1
49.26887500000000,-123.2231880000000,58.8400,1
49.26889300000000,-123.2232880000000,54.7100,1
49.26889400000000,-123.2233490000000,57.8900,1
49.26890200000000,-123.2234210000000,55.9900,1
49.26890100000000,-123.2234680000000,52.0800,1
49.26890500000000,-123.2234930000000,51.5500,1
49.26890800000000,-123.2234980000000,56.4100,1
49.26891800000000,-123.2235210000000,59.0300,1
49.26596500000000,-123.2267320000000,53.0200,1
49.26595300000000,-123.2267790000000,52.3100,1
49.26592600000000,-123.2268370000000,50.9800,1
49.26629600000000,-123.2279750000000,56.2800,1
49.26628500000000,-123.2279310000000,55.3900,1
49.26627500000000,-123.2278980000000,50.0700,1
49.26626300000000,-123.2278690000000,51.9800,1
49.26629600000000,-123.2279750000000,56.2800,1
49.26628500000000,-123.2279310000000,55.3900,1
49.26627500000000,-123.2278980000000,50.0700,1
49.26626300000000,-123.2278690000000,51.9800,1
49.26623400000000,-123.2277830000000,50.8900,1
49.26618800000000,-123.2276920000000,50.8300,1
49.26636300000000,-123.2274210000000,51.8500,1
49.26636100000000,-123.2274200000000,51.8300,1
49.26639400000000,-123.2270700000000,50.6600,1
49.26638700000000,-123.2270270000000,52.8200,1
49.26636800000000,-123.2270160000000,52.1000,1
49.26633200000000,-123.2270100000000,50.9600,1
49.26633200000000,-123.2270100000000,50.4500,1
49.26635300000000,-123.2269540000000,50.6000,1
49.26622800000000,-123.2267050000000,54.0200,1
49.26604800000000,-123.2262310000000,51.9100,1
49.26604800000000,-123.2262310000000,51.8500,1
49.26601200000000,-123.2261210000000,52.5800,1
49.26599400000000,-123.2260990000000,54.8600,1
49.26597200000000,-123.2260680000000,59.4600,1
49.26593400000000,-123.2260220000000,57.6700,1
49.26592600000000,-123.2260080000000,56.7000,1
49.26591400000000,-123.2259770000000,56.5900,1
49.26590400000000,-123.2259240000000,57.6400,1
49.26589800000000,-123.2258780000000,54.9600,1
49.26589700000000,-123.2258240000000,50.8400,1
49.26589200000000,-123.2257250000000,54.2000,1
49.26588200000000,-123.2256800000000,54.4800,1
49.26587800000000,-123.2256340000000,52.3500,1
49.26588600000000,-123.2255950000000,52.3500,1
49.26590500000000,-123.2255580000000,52.2400,1
49.26591200000000,-123.2255210000000,52.1700,1
49.26377700000000,-123.2275710000000,68.6800,1
49.26373100000000,-123.2269840000000,66.1800,1
49.26373400000000,-123.2269640000000,68.2900,1
49.26373300000000,-123.2269470000000,60.3000,1
49.26373400000000,-123.2269050000000,62.3200,1
49.26381500000000,-123.2258300000000,62.2400,1
49.26382200000000,-123.2257950000000,62.9400,1
49.26382100000000,-123.2256010000000,67.0900,1
49.26384000000000,-123.2255600000000,69.4100,1
49.26435700000000,-123.2206340000000,64.8400,1
49.26436600000000,-123.2203890000000,62.0500,1
49.26539000000000,-123.2226670000000,68.9500,1
49.26540200000000,-123.2227030000000,65.6700,1
49.26540200000000,-123.2227370000000,67.7400,1
49.26540100000000,-123.2227740000000,62.8600,1
49.26553700000000,-123.2235380000000,61.5600,1
49.26855300000000,-123.2230080000000,63.2100,1
49.26792500000000,-123.2240470000000,62.2800,1
49.26794900000000,-123.2240220000000,60.7400,1
49.26821000000000,-123.2237260000000,66.3300,1
49.26826600000000,-123.2236770000000,63.7500,1
49.26827000000000,-123.2236550000000,66.8800,1
49.26826700000000,-123.2235910000000,68.4600,1
49.26824900000000,-123.2235720000000,61.4200,1
49.26822900000000,-123.2235190000000,65.1000,1
49.26822800000000,-123.2235070000000,62.5600,1
49.26823200000000,-123.2235190000000,62.4000,1
49.26823600000000,-123.2235260000000,64.0200,1
49.26824500000000,-123.2235310000000,62.0300,1
49.26829200000000,-123.2234750000000,66.0200,1
49.26832400000000,-123.2234810000000,64.1300,1
49.26834000000000,-123.2234600000000,62.6000,1
49.26836000000000,-123.2234170000000,65.6300,1
49.26843400000000,-123.2233070000000,69.8500,1
49.26848200000000,-123.2232270000000,64.0200,1
49.26893000000000,-123.2235750000000,66.5500,1
49.26850100000000,-123.2231890000000,61.5800,1
49.26852600000000,-123.2231520000000,60.2300,1
49.26854800000000,-123.2230830000000,63.3900,1
49.26855000000000,-123.2230570000000,66.3500,1
49.26855200000000,-123.2229680000000,62.4200,1
49.26856700000000,-123.2228750000000,66.3900,1
49.26858400000000,-123.2228460000000,62.3200,1
